MLOps	2025-10-01	4761.45	4047.23	5475.67	v1.0-arima	Global
MLOps	2025-11-01	4890.72	4157.11	5624.33	v1.0-arima	Global
MLOps	2025-12-01	5019.99	4266.99	5772.99	v1.0-arima	Global
Azure	2025-07-01	4495.05	3820.79	5169.31	v1.0-arima	Global
Azure	2025-08-01	4623.48	3929.96	5317.0	v1.0-arima	Global
Azure	2025-09-01	4751.91	4039.12	5464.7	v1.0-arima	Global
Azure	2025-10-01	4880.34	4148.29	5612.39	v1.0-arima	Global
Azure	2025-11-01	5008.77	4257.45	5760.09	v1.0-arima	Global
Azure	2025-12-01	5137.2	4366.62	5907.78	v1.0-arima	Global
Deep Learning	2025-07-01	4165.0	3540.25	4789.75	v1.0-arima	Global
Deep Learning	2025-08-01	4292.5	3648.62	4936.38	v1.0-arima	Global
Deep Learning	2025-09-01	4420.0	3757.0	5083.0	v1.0-arima	Global
Deep Learning	2025-10-01	4547.5	3865.38	5229.62	v1.0-arima	Global
Deep Learning	2025-11-01	4675.0	3973.75	5376.25	v1.0-arima	Global
Deep Learning	2025-12-01	4802.5	4082.12	5522.88	v1.0-arima	Global
NLP	2025-07-01	4286.35	3643.4	4929.3	v1.0-arima	Global
NLP	2025-08-01	4413.04	3751.08	5075.0	v1.0-arima	Global
NLP	2025-09-01	4539.73	3858.77	5220.69	v1.0-arima	Global
NLP	2025-10-01	4666.42	3966.46	5366.38	v1.0-arima	Global
NLP	2025-11-01	4793.11	4074.14	5512.08	v1.0-arima	Global
NLP	2025-12-01	4919.8	4181.83	5657.77	v1.0-arima	Global
